type eye;ratio;type eye2;ratio2
Alert Eyes;0.9534883720930233;Tired Eyes;0.9473684210526315
Tired Eyes;0.8913043478260869;Tired Eyes;0.9480088495575221
Alert Eyes;0.9130434782608695;Tired Eyes;0.9491891891891892
Alert Eyes;0.9347826086956522;Tired Eyes;0.9478168264110756
Alert Eyes;0.88;Tired Eyes;0.9501557632398754
Alert Eyes;0.9;Tired Eyes;0.95
Alert Eyes;0.92;Tired Eyes;0.9496981891348089
Alert Eyes;0.94;Tired Eyes;0.949
Alert Eyes;0.8888888888888888;Tired Eyes;0.9486673247778875
Alert Eyes;0.9074074074074074;Tired Eyes;0.9479882237487733
Alert Eyes;0.9259259259259259;Tired Eyes;0.9490566037735849
Alert Eyes;0.9444444444444444;Tired Eyes;0.9495412844036697
Alert Eyes;0.896551724137931;Tired Eyes;0.9489516864175023
Alert Eyes;0.9137931034482759;Tired Eyes;0.9464123524069028
Alert Eyes;0.9310344827586207;Tired Eyes;0.9466063348416289
Alert Eyes;0.9482758620689655;Tired Eyes;0.9464763603925067
Alert Eyes;0.9032258064516129;Tired Eyes;0.9458740017746229
Alert Eyes;0.9193548387096774;Tired Eyes;0.9442477876106194
Alert Eyes;0.9354838709677419;Tired Eyes;0.9454705364995603
Alert Eyes;0.9516129032258065;Tired Eyes;0.9430324276950044
Alert Eyes;0.9230769230769231;Tired Eyes;0.9440619621342513
Alert Eyes;0.9384615384615385;Tired Eyes;0.9440677966101695
Alert Eyes;0.9538461538461539;Tired Eyes;0.9440734557595993
Alert Eyes;0.9130434782608695;Tired Eyes;0.9447194719471947
Alert Eyes;0.927536231884058;Tired Eyes;0.9443535188216039
Alert Eyes;0.9420289855072463;Tired Eyes;0.9437751004016064
Alert Eyes;0.9565217391304348;Tired Eyes;0.9438735177865613
Tired Eyes;0.9295774647887324;Tired Eyes;0.9432624113475178
Alert Eyes;0.9436619718309859;Tired Eyes;0.9429241594996091
Alert Eyes;0.918918918918919;Tired Eyes;0.9431021044427124
Alert Eyes;0.9324324324324325;Tired Eyes;0.9428571428571428
Alert Eyes;0.9459459459459459;Tired Eyes;0.940677966101695
Alert Eyes;0.9466666666666667;Tired Eyes;0.9414448669201521
Alert Eyes;0.935064935064935;Tired Eyes;0.9433823529411764
Alert Eyes;0.948051948051948;Tired Eyes;0.9418181818181818
Alert Eyes;0.925;Tired Eyes;0.942070963070239
Alert Eyes;0.9375;Tired Eyes;0.9422799422799423
Alert Eyes;0.95;Tired Eyes;0.9411342426417804
Alert Eyes;0.9166666666666666;Tired Eyes;0.9411342426417804
Alert Eyes;0.9285714285714286;Tired Eyes;0.938034188034188
Alert Eyes;0.9404761904761905;Tired Eyes;0.9403409090909091
Alert Eyes;0.9523809523809523;Tired Eyes;0.9388185654008439
Alert Eyes;0.9310344827586207;Tired Eyes;0.9386331938633193
Alert Eyes;0.9425287356321839;Tired Eyes;0.9385783298826778
Alert Eyes;0.9540229885057471;Tired Eyes;0.9397260273972603
Alert Eyes;0.9438202247191011;Tired Eyes;0.9389002036659878
Alert Eyes;0.9550561797752809;Tired Eyes;0.9390656736628301
Alert Eyes;0.9247311827956989;Tired Eyes;0.9378378378378378
Tired Eyes;0.9247311827956989;Tired Eyes;0.9378378378378378
Alert Eyes;0.9354838709677419;Tired Eyes;0.9343163538873994
Alert Eyes;0.946236559139785;Tired Eyes;0.935656836461126
Alert Eyes;0.9175257731958762;Tired Eyes;0.9365397461589846
Alert Eyes;0.9278350515463918;Tired Eyes;0.9358041032428855
Tired Eyes;0.9278350515463918;Tired Eyes;0.9363099146421536
Alert Eyes;0.9381443298969072;Tired Eyes;0.9367333763718528
Alert Eyes;0.9108910891089109;Tired Eyes;0.9355867346938775
Tired Eyes;0.9108910891089109;Tired Eyes;0.936346276257161
Alert Eyes;0.9207920792079208;Tired Eyes;0.9352380952380952
Alert Eyes;0.9306930693069307;Tired Eyes;0.9357682619647355
Alert Eyes;0.9047619047619048;Tired Eyes;0.935625
Alert Eyes;0.9142857142857143;Tired Eyes;0.9354438237119801
Alert Eyes;0.9238095238095239;Tired Eyes;0.933456561922366
Alert Eyes;0.9333333333333333;Tired Eyes;0.9340727048675292
Alert Eyes;0.8918918918918919;Tired Eyes;0.93341478313989
Alert Eyes;0.9009009009009009;Tired Eyes;0.9325227963525836
Alert Eyes;0.9099099099099099;Tired Eyes;0.9321623258631133
Alert Eyes;0.918918918918919;Tired Eyes;0.9336550060313631
Alert Eyes;0.9279279279279279;Tired Eyes;0.9334916864608076
Alert Eyes;0.9369369369369369;Tired Eyes;0.9344927536231884
Alert Eyes;0.9210526315789473;Tired Eyes;0.9344927536231884
Alert Eyes;0.9298245614035088;Tired Eyes;0.9334105385060799
Alert Eyes;0.9385964912280702;Tired Eyes;0.9334105385060799
Tired Eyes;0.9145299145299145;Tired Eyes;0.9329091960670908
Alert Eyes;0.9230769230769231;Tired Eyes;0.9304997128087306
Alert Eyes;0.9316239316239316;Tired Eyes;0.93184421534937
Alert Eyes;0.8943089430894309;Tired Eyes;0.9321163719338277
Alert Eyes;0.9024390243902439;Tired Eyes;0.9317017643710871
Alert Eyes;0.9105691056910569;Tired Eyes;0.9309173272933182
Alert Eyes;0.9186991869918699;Tired Eyes;0.9308035714285714
Alert Eyes;0.926829268292683;Tired Eyes;0.9318181818181818
Alert Eyes;0.9349593495934959;Tired Eyes;0.9306930693069307
Alert Eyes;0.90625;Tired Eyes;0.9308452250274424
Alert Eyes;0.9140625;Tired Eyes;0.9293924466338259
Alert Eyes;0.921875;Tired Eyes;0.929000546149645
Alert Eyes;0.9296875;Tired Eyes;0.9295466957946478
Alert Eyes;0.9375;Tired Eyes;0.9301948051948052
Alert Eyes;0.9029850746268657;Tired Eyes;0.9282632146709816
Alert Eyes;0.9104477611940298;Tired Eyes;0.9284188034188035
Tired Eyes;0.9104477611940298;Tired Eyes;0.928343949044586
Alert Eyes;0.917910447761194;Tired Eyes;0.9292403746097815
Alert Eyes;0.9253731343283582;Tired Eyes;0.930304594734125
Alert Eyes;0.9328358208955224;Tired Eyes;0.9311224489795918
Alert Eyes;0.9130434782608695;Tired Eyes;0.9308270676691729
Alert Eyes;0.9202898550724637;Tired Eyes;0.9314314314314315
Alert Eyes;0.927536231884058;Tired Eyes;0.9307078763708874
Alert Eyes;0.9347826086956522;Tired Eyes;0.9303703703703704
Alert Eyes;0.9027777777777778;Tired Eyes;0.9315533980582524
Alert Eyes;0.9097222222222222;Tired Eyes;0.9315866084425036
Alert Eyes;0.9166666666666666;Tired Eyes;0.9307170542635659
Alert Eyes;0.9236111111111112;Tired Eyes;0.9307170542635659
Alert Eyes;0.9305555555555556;Tired Eyes;0.9306692344727973
Alert Eyes;0.9375;Tired Eyes;0.9303435114503816
Alert Eyes;0.918918918918919;Tired Eyes;0.9301330798479087
Alert Eyes;0.9256756756756757;Tired Eyes;0.9303647560397915
Alert Eyes;0.9324324324324325;Tired Eyes;0.9300236406619385
Alert Eyes;0.9391891891891891;Tired Eyes;0.9293119698397738
Alert Eyes;0.9150326797385621;Tired Eyes;0.9293119698397738
Alert Eyes;0.9215686274509803;Tired Eyes;0.9275634995296331
Alert Eyes;0.9281045751633987;Tired Eyes;0.928872250818905
Alert Eyes;0.934640522875817;Tired Eyes;0.9284718996748723
Alert Eyes;0.9411764705882353;Tired Eyes;0.9272811486799444
Alert Eyes;0.9235668789808917;Tired Eyes;0.9282758620689655
Alert Eyes;0.9299363057324841;Tired Eyes;0.9279155188246098
Alert Eyes;0.9363057324840764;Tired Eyes;0.9281518300948938
Alert Eyes;0.9426751592356688;Tired Eyes;0.9285071942446043
Alert Eyes;0.93125;Tired Eyes;0.9278350515463918
Alert Eyes;0.9375;Tired Eyes;0.928379588182632
Alert Eyes;0.94375;Tired Eyes;0.9280607685433423
Alert Eyes;0.9212121212121213;Tired Eyes;0.9271758436944938
Alert Eyes;0.9272727272727272;Tired Eyes;0.9271758436944938
Alert Eyes;0.9333333333333333;Tired Eyes;0.9273447820343461
Alert Eyes;0.9393939393939394;Tired Eyes;0.927599824484423
Alert Eyes;0.9454545454545454;Tired Eyes;0.9274158285964145
Alert Eyes;0.9289940828402367;Tired Eyes;0.926629261976694
Alert Eyes;0.9349112426035503;Tired Eyes;0.9274924471299094
Alert Eyes;0.9408284023668639;Tired Eyes;0.9267241379310345
Alert Eyes;0.9467455621301775;Tired Eyes;0.9265463917525774
Alert Eyes;0.936046511627907;Tired Eyes;0.926672384219554
Alert Eyes;0.9418604651162791;Tired Eyes;0.9264013692768507
Alert Eyes;0.9476744186046512;Tired Eyes;0.9260504201680673
Alert Eyes;0.9371428571428572;Tired Eyes;0.926890756302521
Alert Eyes;0.9428571428571428;Tired Eyes;0.9257238774653798
Alert Eyes;0.9485714285714286;Tired Eyes;0.9251359263906316
Alert Eyes;0.9226519337016574;Tired Eyes;0.9255541614387286
Alert Eyes;0.9281767955801105;Tired Eyes;0.9265070189925682
Alert Eyes;0.9337016574585635;Tired Eyes;0.9258954302181968
Alert Eyes;0.9392265193370166;Tired Eyes;0.9259868421052632
Alert Eyes;0.9447513812154696;Tired Eyes;0.9255014326647565
Tired Eyes;0.9447513812154696;Tired Eyes;0.9255014326647565
Alert Eyes;0.9247311827956989;Tired Eyes;0.9259708737864077
Alert Eyes;0.9301075268817204;Tired Eyes;0.926131850675139
Alert Eyes;0.9354838709677419;Tired Eyes;0.9259551004332415
Alert Eyes;0.9408602150537635;Tired Eyes;0.9263157894736842
Alert Eyes;0.946236559139785;Tired Eyes;0.9256809338521401
Alert Eyes;0.9365079365079365;Tired Eyes;0.9256678281068524
Alert Eyes;0.9417989417989417;Tired Eyes;0.9265558562040974
Alert Eyes;0.9470899470899471;Tired Eyes;0.9267822736030829
Alert Eyes;0.9278350515463918;Tired Eyes;0.9256134969325154
Alert Eyes;0.9329896907216495;Tired Eyes;0.9270516717325228
Alert Eyes;0.9381443298969072;Tired Eyes;0.9260098150245376
Alert Eyes;0.9432989690721649;Tired Eyes;0.9267648169120423
Alert Eyes;0.9484536082474226;Tired Eyes;0.9250188394875659
Alert Eyes;0.9343434343434344;Tired Eyes;0.9257724189902035
Alert Eyes;0.9393939393939394;Tired Eyes;0.9251316779533484
Alert Eyes;0.9444444444444444;Tired Eyes;0.9253003003003003
Alert Eyes;0.9494949494949495;Tired Eyes;0.925195385187942
Alert Eyes;0.9356435643564357;Tired Eyes;0.925101965146459
Alert Eyes;0.9405940594059405;Tired Eyes;0.9252128841169938
Alert Eyes;0.9455445544554455;Tired Eyes;0.9242704100480237
Alert Eyes;0.9504950495049505;Tired Eyes;0.9257498171177762
Alert Eyes;0.9368932038834952;Tired Eyes;0.9247351114358787
Alert Eyes;0.941747572815534;Tired Eyes;0.9251824817518248
Alert Eyes;0.9466019417475728;Tired Eyes;0.9242810338551146
Alert Eyes;0.9514563106796117;Tired Eyes;0.9239406012314378
Alert Eyes;0.9425837320574163;Tired Eyes;0.9247930910399424
Tired Eyes;0.9425837320574163;Tired Eyes;0.9234894529853415
Alert Eyes;0.9473684210526315;Tired Eyes;0.9242045048265999
Tired Eyes;0.9295774647887324;Tired Eyes;0.9243127454480543
Alert Eyes;0.9342723004694836;Tired Eyes;0.9246624022743426
Alert Eyes;0.9389671361502347;Tired Eyes;0.9238128986534373
Alert Eyes;0.9436619718309859;Tired Eyes;0.9243013795542978
Tired Eyes;0.9178082191780822;Tired Eyes;0.9243962198109905
Alert Eyes;0.9223744292237442;Tired Eyes;0.9248172641837801
Alert Eyes;0.9269406392694064;Tired Eyes;0.9238790406673618
Alert Eyes;0.9315068493150684;Tired Eyes;0.9238490827275874
Alert Eyes;0.9360730593607306;Tired Eyes;0.9240721824991488
Alert Eyes;0.9406392694063926;Tired Eyes;0.9251101321585903
Alert Eyes;0.9282511210762332;Tired Eyes;0.9260127217944426
Alert Eyes;0.9327354260089686;Tired Eyes;0.9248998664886515
Alert Eyes;0.9372197309417041;Tired Eyes;0.9253084361453818
Alert Eyes;0.9417040358744395;Tired Eyes;0.9247920133111481
Alert Eyes;0.9336283185840708;Tired Eyes;0.9251497005988024
Alert Eyes;0.9380530973451328;Tired Eyes;0.9243530192435302
Alert Eyes;0.9424778761061947;Tired Eyes;0.9248841826604898
Alert Eyes;0.9304347826086956;Tired Eyes;0.9244415243101183
Alert Eyes;0.9347826086956522;Tired Eyes;0.9250814332247557
Alert Eyes;0.9391304347826087;Tired Eyes;0.9251789199739753
Alert Eyes;0.9434782608695652;Tired Eyes;0.9246018849528762
Alert Eyes;0.9316239316239316;Tired Eyes;0.9245524296675192
Alert Eyes;0.9358974358974359;Tired Eyes;0.9255115089514067
Alert Eyes;0.9401709401709402;Tired Eyes;0.9251592356687898
Alert Eyes;0.9444444444444444;Tired Eyes;0.9245943366210627
Alert Eyes;0.9367088607594937;Tired Eyes;0.9249841068022886
Alert Eyes;0.9409282700421941;Tired Eyes;0.9245342595516262
Alert Eyes;0.9451476793248945;Tired Eyes;0.9249371859296482
Tired Eyes;0.9333333333333333;Tired Eyes;0.9250313676286073
Alert Eyes;0.9375;Tired Eyes;0.924812030075188
Alert Eyes;0.9416666666666667;Tired Eyes;0.9246168282765093
Alert Eyes;0.930327868852459;Tired Eyes;0.9247512437810945
Alert Eyes;0.9344262295081968;Tired Eyes;0.9241765071472965
Alert Eyes;0.9385245901639344;Tired Eyes;0.924317617866005
Alert Eyes;0.9426229508196722;Tired Eyes;0.923100679431748
Alert Eyes;0.9390243902439024;Tired Eyes;0.9241209130166563
Alert Eyes;0.943089430894309;Tired Eyes;0.9231950844854071
Alert Eyes;0.9357429718875502;Tired Eyes;0.923973022685469
Alert Eyes;0.9397590361445783;Tired Eyes;0.9237366003062787
Alert Eyes;0.9437751004016064;Tired Eyes;0.9228198116074141
Alert Eyes;0.932806324110672;Tired Eyes;0.9232868405093997
Alert Eyes;0.9367588932806324;Tired Eyes;0.9239130434782609
Alert Eyes;0.9407114624505929;Tired Eyes;0.9238380809595202
Alert Eyes;0.9446640316205533;Tired Eyes;0.9251680795089156
Alert Eyes;0.9375;Tired Eyes;0.9252554744525547
Alert Eyes;0.94140625;Tired Eyes;0.9255504055619931
Alert Eyes;0.9453125;Tired Eyes;0.9259259259259259
Alert Eyes;0.9418604651162791;Tired Eyes;0.9257256687535572
Alert Eyes;0.9457364341085271;Tired Eyes;0.9269662921348315
Alert Eyes;0.9386973180076629;Tired Eyes;0.9268497757847534
Alert Eyes;0.9425287356321839;Tired Eyes;0.9266722642037504
Alert Eyes;0.946360153256705;Tired Eyes;0.9264335664335664
Alert Eyes;0.9429657794676806;Tired Eyes;0.9263392857142857
Alert Eyes;0.9467680608365019;Tired Eyes;0.9264297612437534
Alert Eyes;0.9433962264150944;Tired Eyes;0.9261001937448105
Alert Eyes;0.9471698113207547;Tired Eyes;0.9263769720453916
Alert Eyes;0.9368029739776952;Tired Eyes;0.9264746227709191
Alert Eyes;0.9405204460966543;Tired Eyes;0.9260881467287161
Alert Eyes;0.9442379182156134;Tired Eyes;0.9267229637700899
Alert Eyes;0.9479553903345725;Tired Eyes;0.926550598476605
Alert Eyes;0.9377289377289377;Tired Eyes;0.9266179258055781
Alert Eyes;0.9413919413919414;Tired Eyes;0.92644672796106
Alert Eyes;0.945054945054945;Tired Eyes;0.9262449528936743
Alert Eyes;0.9487179487179487;Tired Eyes;0.9266666666666666
Alert Eyes;0.9386281588447654;Tired Eyes;0.926595744680851
Alert Eyes;0.9422382671480144;Tired Eyes;0.9269261318506752
Alert Eyes;0.9458483754512635;Tired Eyes;0.9267970401691332
Alert Eyes;0.9494584837545126;Tired Eyes;0.9261213720316622
Alert Eyes;0.946236559139785;Tired Eyes;0.9260720862930808
Alert Eyes;0.9498207885304659;Tired Eyes;0.9260812581913499
Alert Eyes;0.95;Tired Eyes;0.926343381389253
Alert Eyes;0.9501779359430605;Tired Eyes;0.9256933542647828
Alert Eyes;0.950354609929078;Tired Eyes;0.9258291982240794
Alert Eyes;0.9405594405594405;Tired Eyes;0.9259066005739629
Alert Eyes;0.9440559440559441;Tired Eyes;0.9256370254810192
Alert Eyes;0.9475524475524476;Tired Eyes;0.9256370254810192
Alert Eyes;0.951048951048951;Tired Eyes;0.924915562483762
Alert Eyes;0.9446366782006921;Tired Eyes;0.9251753702260327
Alert Eyes;0.9480968858131488;Tired Eyes;0.9246948844455986
Alert Eyes;0.9515570934256056;Tired Eyes;0.9243131156039399
Alert Eyes;0.9419795221843004;Tired Eyes;0.9243523316062177
Alert Eyes;0.9453924914675768;Tired Eyes;0.9242853463816637
Alert Eyes;0.9488054607508533;Tired Eyes;0.9245573518090839
Alert Eyes;0.9522184300341296;Tired Eyes;0.9245331286774111
Alert Eyes;0.9459459459459459;Tired Eyes;0.9241379310344827
Alert Eyes;0.9493243243243243;Tired Eyes;0.9244851258581236
Alert Eyes;0.9527027027027027;Tired Eyes;0.9241849886277483
Alert Eyes;0.9433333333333334;Tired Eyes;0.9242806663301363
Alert Eyes;0.9466666666666667;Tired Eyes;0.9238719435341568
Alert Eyes;0.95;Tired Eyes;0.9241206030150754
Alert Eyes;0.9533333333333334;Tired Eyes;0.9235971943887775
Alert Eyes;0.944078947368421;Tired Eyes;0.923519120219945
Alert Eyes;0.9473684210526315;Tired Eyes;0.9240759240759241
Alert Eyes;0.9506578947368421;Tired Eyes;0.9240317775571003
Alert Eyes;0.9539473684210527;Tired Eyes;0.9242800397219464
Alert Eyes;0.941747572815534;Tired Eyes;0.924219910846954
Alert Eyes;0.9449838187702265;Tired Eyes;0.923837784371909
Alert Eyes;0.948220064724919;Tired Eyes;0.9229439367745123
Alert Eyes;0.9514563106796117;Tired Eyes;0.923739237392374
Alert Eyes;0.9546925566343042;Tired Eyes;0.9236997055937193
Alert Eyes;0.9456869009584664;Tired Eyes;0.9235092864125122
Alert Eyes;0.9488817891373802;Tired Eyes;0.9235237173281704
Alert Eyes;0.952076677316294;Tired Eyes;0.924741524404905
Alert Eyes;0.9552715654952076;Tired Eyes;0.9239990409973627
Alert Eyes;0.9463722397476341;Tired Eyes;0.9236111111111112
Alert Eyes;0.9495268138801262;Tired Eyes;0.9239961759082218
Alert Eyes;0.9526813880126183;Tired Eyes;0.9242424242424242
Alert Eyes;0.9558359621451105;Tired Eyes;0.9244791666666666
Alert Eyes;0.9440993788819876;Tired Eyes;0.924550614947966
Tired Eyes;0.9440993788819876;Tired Eyes;0.9241134751773049
Alert Eyes;0.9472049689440993;Tired Eyes;0.9241493383742911
Alert Eyes;0.9503105590062112;Tired Eyes;0.9238027836753951
Alert Eyes;0.953416149068323;Tired Eyes;0.9237647058823529
Alert Eyes;0.9447852760736196;Tired Eyes;0.923366243535496
Alert Eyes;0.9478527607361963;Tired Eyes;0.9235997187719709
Alert Eyes;0.950920245398773;Tired Eyes;0.9238673517048108
Alert Eyes;0.9539877300613497;Tired Eyes;0.9235061613578237
Alert Eyes;0.9454545454545454;Tired Eyes;0.923738665426645
Alert Eyes;0.9484848484848485;Tired Eyes;0.923699421965318
Alert Eyes;0.9515151515151515;Tired Eyes;0.9240506329113924
Alert Eyes;0.9545454545454546;Tired Eyes;0.9236206110351117
Alert Eyes;0.9349112426035503;Tired Eyes;0.9238486092111263
Alert Eyes;0.9378698224852071;Tired Eyes;0.9238486092111263
Alert Eyes;0.9408284023668639;Tired Eyes;0.9243792325056434
Alert Eyes;0.9437869822485208;Tired Eyes;0.9242560865644724
Alert Eyes;0.9467455621301775;Tired Eyes;0.9240820004505519
Alert Eyes;0.9497041420118343;Tired Eyes;0.9241332733003151
Alert Eyes;0.9526627218934911;Tired Eyes;0.9239883746926001
Alert Eyes;0.9556213017751479;Tired Eyes;0.9239883746926001
Alert Eyes;0.9418604651162791;Tired Eyes;0.9238159070598749
Alert Eyes;0.9447674418604651;Tired Eyes;0.9232142857142858
Alert Eyes;0.9476744186046512;Tired Eyes;0.9237438861716318
Alert Eyes;0.9505813953488372;Tired Eyes;0.9245656476797889
Alert Eyes;0.9534883720930233;Tired Eyes;0.9243956043956044
Alert Eyes;0.9563953488372093;Tired Eyes;0.9236004390779363
Alert Eyes;0.9455587392550143;Tired Eyes;0.92403951701427
Tired Eyes;0.9455587392550143;Tired Eyes;0.9234313295304958
Alert Eyes;0.9484240687679083;Tired Eyes;0.9244299674267101
Alert Eyes;0.9512893982808023;Tired Eyes;0.9241409120380376
Alert Eyes;0.9541547277936963;Tired Eyes;0.9245201638990727
Alert Eyes;0.9408450704225352;Tired Eyes;0.9239879414298019
Alert Eyes;0.9436619718309859;Tired Eyes;0.9242359018510546
Tired Eyes;0.9436619718309859;Tired Eyes;0.9236542998069912
Alert Eyes;0.9464788732394366;Tired Eyes;0.9238687540210165
Alert Eyes;0.9492957746478873;Tired Eyes;0.923947874385815
Alert Eyes;0.952112676056338;Tired Eyes;0.9243679626088804
Alert Eyes;0.9416666666666667;Tired Eyes;0.9238438693254136
Alert Eyes;0.9444444444444444;Tired Eyes;0.924812030075188
Alert Eyes;0.9472222222222222;Tired Eyes;0.9247446320617052
Alert Eyes;0.95;Tired Eyes;0.9244064972927947
Alert Eyes;0.9527777777777777;Tired Eyes;0.9247557680315943
Tired Eyes;0.9371584699453552;Tired Eyes;0.9241952232606438
Alert Eyes;0.9398907103825137;Tired Eyes;0.9244029075804777
Alert Eyes;0.9426229508196722;Tired Eyes;0.9244499792444998
Alert Eyes;0.9453551912568307;Tired Eyes;0.9241136222268298
Alert Eyes;0.9480874316939891;Tired Eyes;0.9241549876339654
Alert Eyes;0.9508196721311475;Tired Eyes;0.9244508314514474
Alert Eyes;0.935656836461126;Tired Eyes;0.9241958615037902
Tired Eyes;0.935656836461126;Tired Eyes;0.9241618969746525
Alert Eyes;0.938337801608579;Tired Eyes;0.9241618969746525
Alert Eyes;0.9410187667560321;Tired Eyes;0.9237339841366687
Alert Eyes;0.9436997319034852;Tired Eyes;0.9237167782511666
Alert Eyes;0.9463806970509383;Tired Eyes;0.9237786336914656
Alert Eyes;0.9490616621983914;Tired Eyes;0.9241504854368932
Alert Eyes;0.9366754617414248;Tired Eyes;0.9243156199677939
Alert Eyes;0.9393139841688655;Tired Eyes;0.924160128746731
Alert Eyes;0.941952506596306;Tired Eyes;0.9237560192616372
Alert Eyes;0.9445910290237467;Tired Eyes;0.9239566613162119
Alert Eyes;0.9472295514511874;Tired Eyes;0.9238934508311636
Alert Eyes;0.9498680738786279;Tired Eyes;0.9238934508311636
Alert Eyes;0.9376623376623376;Tired Eyes;0.9233540124074444
Alert Eyes;0.9402597402597402;Tired Eyes;0.9232153569286142
Alert Eyes;0.9428571428571428;Tired Eyes;0.9228315054835493
Alert Eyes;0.9454545454545454;Tired Eyes;0.9230309072781655
Alert Eyes;0.948051948051948;Tired Eyes;0.9232303090727817
Alert Eyes;0.9506493506493506;Tired Eyes;0.9227399442453206
Alert Eyes;0.941025641025641;Tired Eyes;0.9229390681003584
Alert Eyes;0.9435897435897436;Tired Eyes;0.9224035017906884
Alert Eyes;0.9461538461538461;Tired Eyes;0.9222509445217737
Alert Eyes;0.9487179487179487;Tired Eyes;0.9222222222222223
Tired Eyes;0.9487179487179487;Tired Eyes;0.922391605622649
Alert Eyes;0.9416243654822335;Tired Eyes;0.9222705696202531
Alert Eyes;0.9441624365482234;Tired Eyes;0.9220138203356367
Alert Eyes;0.9467005076142132;Tired Eyes;0.9217459693275659
Alert Eyes;0.949238578680203;Tired Eyes;0.9212799371809972
Alert Eyes;0.9398496240601504;Tired Eyes;0.9218688653317628
Tired Eyes;0.9398496240601504;Tired Eyes;0.9214956930305404
Alert Eyes;0.9423558897243107;Tired Eyes;0.9217986314760508
Alert Eyes;0.9448621553884712;Tired Eyes;0.9216643875756984
Alert Eyes;0.9473684210526315;Tired Eyes;0.9210833982852689
Alert Eyes;0.9358024691358025;Tired Eyes;0.9218628215120811
Alert Eyes;0.9382716049382716;Tired Eyes;0.9218355045693175
Alert Eyes;0.9407407407407408;Tired Eyes;0.9213439502816081
Alert Eyes;0.9432098765432099;Tired Eyes;0.9209967162449295
Alert Eyes;0.945679012345679;Tired Eyes;0.9215497301464919
Alert Eyes;0.9481481481481482;Tired Eyes;0.9214217098943324
Alert Eyes;0.9436274509803921;Tired Eyes;0.921925954344907
Alert Eyes;0.946078431372549;Tired Eyes;0.9218091222690686
Alert Eyes;0.9485294117647058;Tired Eyes;0.9211483253588517
Alert Eyes;0.9394673123486683;Tired Eyes;0.9212839128773405
Alert Eyes;0.9418886198547215;Tired Eyes;0.9212132773750477
Alert Eyes;0.9443099273607748;Tired Eyes;0.9210827296988181
Alert Eyes;0.9467312348668281;Tired Eyes;0.9210827296988181
Alert Eyes;0.9491525423728814;Tired Eyes;0.9205714285714286
Tired Eyes;0.937799043062201;Tired Eyes;0.9210275927687916
Alert Eyes;0.9401913875598086;Tired Eyes;0.921092564491654
Alert Eyes;0.9425837320574163;Tired Eyes;0.920773313115997
Alert Eyes;0.9449760765550239;Tired Eyes;0.9209531013615734
